WARNING: sun.reflect.Reflection.getCallerClass is not supported. This will impact performance.
12:55:57.707 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity_; a line coverage of: 21.23056%
12:55:57.711 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/log/DatabaseHelper; a line coverage of: 100.0%
12:55:57.711 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/log/ErrorLogSender_; a line coverage of: 27.1875%
12:55:57.711 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/ServerStatusView_; a line coverage of: 100.0%
12:55:57.711 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/ServerSelectionView_; a line coverage of: 100.0%
12:55:57.711 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterListAdapter_; a line coverage of: 82.29167%
12:55:57.711 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/log/LogUncaughtExceptionHandler; a line coverage of: 7.1428576%
12:55:57.711 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity_$IntentBuilder_; a line coverage of: 89.47369%
12:55:57.711 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/StatusType$StatusTypeFilter; a line coverage of: 21.95122%
12:55:57.712 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity$$ExternalSyntheticLambda0; a line coverage of: 1.8348624%
12:55:57.712 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterListItemAdapter; a line coverage of: 31.451612%
12:55:57.712 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterSeparatorView_; a line coverage of: 100.0%
12:55:57.712 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/ServerStatusView$$ExternalSyntheticLambda0; a line coverage of: 2.8985507%
12:55:57.712 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/MainSettingsActivity$$ExternalSyntheticLambda0; a line coverage of: 6.4516125%
12:55:57.712 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsFragment_; a line coverage of: 74.69879%
12:55:57.712 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsFragment_$1; a line coverage of: 12.121212%
12:55:57.712 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsFragment; a line coverage of: 23.829788%
12:55:57.713 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TransdroidApp_; a line coverage of: 100.0%
12:55:57.713 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/lists/MergeAdapter; a line coverage of: 49.382717%
12:55:57.713 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity_; a branch coverage of: 13.903743%
12:55:57.713 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/DetailsFragment$1$$ExternalSyntheticOutline0; a branch coverage of: 13.207547%
12:55:57.713 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/PreferenceCompatActivity; a branch coverage of: 25.0%
12:55:57.713 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/lists/ViewHolderAdapter; a branch coverage of: 100.0%
12:55:57.714 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity; a branch coverage of: 16.216215%
12:55:57.714 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/lists/TorrentsAdapter_; a branch coverage of: 3.2258062%
12:55:57.714 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/PreferenceCompatActivity$RootPreferencesFragment; a branch coverage of: 75.0%
12:55:57.714 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/MainSettingsActivity_; a branch coverage of: 23.728813%
12:55:57.714 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterListItemView_; a branch coverage of: 100.0%
12:55:57.714 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/MainSettingsActivity_$IntentBuilder_; a branch coverage of: 50.0%
12:55:57.714 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/log/ErrorLogSender_; a branch coverage of: 41.463413%
12:55:57.714 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/ServerStatusView_; a branch coverage of: 100.0%
12:55:57.715 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterListAdapter_; a branch coverage of: 66.66667%
12:55:57.715 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/ServerSelectionView_; a branch coverage of: 100.0%
12:55:57.715 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity_$IntentBuilder_; a branch coverage of: 50.0%
12:55:57.715 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterListItemAdapter; a branch coverage of: 28.57143%
12:55:57.715 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterSeparatorView_; a branch coverage of: 100.0%
12:55:57.715 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsFragment_; a branch coverage of: 70.588234%
12:55:57.715 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsFragment; a branch coverage of: 15.094339%
12:55:57.715 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/lists/MergeAdapter; a branch coverage of: 32.65306%
12:55:57.716 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - Total line coverage: 10.327268566197507%
12:55:57.717 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - Total branch coverage: 7.395195478097033%
